accuracy,loss,top3_accuracy,val_accuracy,val_loss,val_top3_accuracy,learning_rate
0.7140828371047974,1.195426106452942,0.8306198716163635,0.8134739398956299,0.6797029972076416,0.9301904439926147,0.0010000000474974513
0.8012978434562683,0.7243410348892212,0.9219589233398438,0.84763103723526,0.5359566807746887,0.9555525183677673,0.0010000000474974513
0.8265490531921387,0.6189813017845154,0.9411790370941162,0.855944037437439,0.5007171034812927,0.9611502289772034,0.0010000000474974513
0.8384634852409363,0.5693019032478333,0.9505758285522461,0.866568922996521,0.46051231026649475,0.9672694206237793,0.0010000000474974513
0.8476082682609558,0.5337542295455933,0.9568056464195251,0.8729340434074402,0.43354472517967224,0.9716669321060181,0.0010000000474974513
0.8515409827232361,0.5120275020599365,0.9608110785484314,0.8579313158988953,0.48578593134880066,0.9628915190696716,0.0010000000474974513
0.8560455441474915,0.49487146735191345,0.9632850289344788,0.8743408918380737,0.4141465425491333,0.975916862487793,0.0010000000474974513
0.8589968681335449,0.4831430912017822,0.9654585719108582,0.87977135181427,0.39955440163612366,0.9776287078857422,0.0010000000474974513
0.8617180585861206,0.4715732932090759,0.9674867391586304,0.8773413896560669,0.4038104712963104,0.9776483774185181,0.0010000000474974513
0.8643229007720947,0.4617394506931305,0.9687055349349976,0.8809617757797241,0.39521995186805725,0.9787108302116394,0.0010000000474974513
0.8654956817626953,0.45674338936805725,0.9699001312255859,0.8827522397041321,0.3933340013027191,0.9789961576461792,0.0010000000474974513
0.8667193055152893,0.4518705904483795,0.9708330631256104,0.880440354347229,0.39463502168655396,0.9788092374801636,0.0010000000474974513
0.8680762648582458,0.4451364576816559,0.9715454578399658,0.8791417479515076,0.39475777745246887,0.9795175790786743,0.0010000000474974513
0.8687886595726013,0.44247323274612427,0.9721608757972717,0.8840016722679138,0.39069390296936035,0.979861855506897,0.0010000000474974513
0.8700874447822571,0.4375443756580353,0.9727473258972168,0.8864414691925049,0.3810409605503082,0.9809046983718872,0.0010000000474974513
0.87056964635849,0.4353644549846649,0.9732828140258789,0.8846312761306763,0.38548117876052856,0.979852020740509,0.0010000000474974513
0.87164306640625,0.4322053790092468,0.9735639095306396,0.8846214413642883,0.3803979158401489,0.9812391996383667,0.0010000000474974513
0.8722633719444275,0.4295579195022583,0.9742035865783691,0.8836376667022705,0.380336195230484,0.9814949631690979,0.0010000000474974513
0.8720138072967529,0.4286159873008728,0.9744895100593567,0.8860479593276978,0.3827793300151825,0.9810916185379028,0.0010000000474974513
0.8728013038635254,0.4256422519683838,0.9746955037117004,0.8854084610939026,0.3808760941028595,0.9813375473022461,0.0010000000474974513
0.8737536072731018,0.4232747256755829,0.9752019047737122,0.8855363726615906,0.37834545969963074,0.9810030460357666,0.0010000000474974513
0.8737463355064392,0.42464855313301086,0.9747269749641418,0.887257993221283,0.38145968317985535,0.9814162850379944,0.0010000000474974513
0.8734628558158875,0.4226680397987366,0.9751607179641724,0.886303722858429,0.3767697811126709,0.9818196296691895,0.0010000000474974513
0.8737802505493164,0.4229244291782379,0.9752551913261414,0.8868841528892517,0.3778526782989502,0.9816327095031738,0.0010000000474974513
0.8744999170303345,0.4187762141227722,0.9760039448738098,0.8908979892730713,0.37193650007247925,0.9831182360649109,0.0010000000474974513
0.8746647238731384,0.4217621386051178,0.9755483865737915,0.8854576349258423,0.37546196579933167,0.982557475566864,0.0010000000474974513
0.8741994500160217,0.4198029637336731,0.9758585691452026,0.8840311765670776,0.38058775663375854,0.98160320520401,0.0010000000474974513
0.8755031228065491,0.41777169704437256,0.9762341380119324,0.8844738602638245,0.39127710461616516,0.9805013537406921,0.0010000000474974513
0.8742867112159729,0.42142027616500854,0.975812554359436,0.8860971331596375,0.37559399008750916,0.9826263189315796,0.0010000000474974513
0.8850525617599487,0.37618112564086914,0.981286346912384,0.892688512802124,0.3554333448410034,0.984466016292572,0.0005000000237487257
0.8879433274269104,0.3641577661037445,0.982730507850647,0.8913899064064026,0.3583863079547882,0.984751284122467,0.0005000000237487257
0.8884376287460327,0.3610672056674957,0.9831642508506775,0.8954430818557739,0.3530302941799164,0.9846726059913635,0.0005000000237487257
0.8892614841461182,0.35964617133140564,0.9832490682601929,0.8934952020645142,0.35290175676345825,0.9848398566246033,0.0005000000237487257
0.8893874883651733,0.35773134231567383,0.9833871722221375,0.8946757316589355,0.3512854278087616,0.9850267767906189,0.0005000000237487257
0.890114426612854,0.3546893894672394,0.9837215542793274,0.8936624526977539,0.3488122522830963,0.9859908819198608,0.0005000000237487257
0.8909407258033752,0.3513184189796448,0.9841577410697937,0.895689070224762,0.3500320613384247,0.9852825403213501,0.0005000000237487257
0.8901580572128296,0.3532118499279022,0.9842715859413147,0.8928557634353638,0.35213789343833923,0.985430121421814,0.0005000000237487257
0.891054630279541,0.35039418935775757,0.9842982292175293,0.8941051363945007,0.3529146611690521,0.9847906231880188,0.0005000000237487257
0.8907080888748169,0.34985750913619995,0.9843297600746155,0.8960727453231812,0.35253000259399414,0.9851447939872742,0.0005000000237487257
0.8961697816848755,0.3301934003829956,0.9863142967224121,0.8969581127166748,0.3455590605735779,0.986246645450592,0.0002500000118743628
0.8969039916992188,0.32443904876708984,0.9870412349700928,0.8951283097267151,0.3458198308944702,0.9857744574546814,0.0002500000118743628
0.8976406455039978,0.3220290541648865,0.9872956275939941,0.8977057933807373,0.33991602063179016,0.9863548874855042,0.0002500000118743628
0.8981664180755615,0.31912803649902344,0.9875500798225403,0.897873044013977,0.3392832577228546,0.986512303352356,0.0002500000118743628
0.899007260799408,0.3176959753036499,0.9876227378845215,0.8991028070449829,0.33856701850891113,0.9866893887519836,0.0002500000118743628
0.8988376259803772,0.318172812461853,0.9874822497367859,0.8967908620834351,0.34193456172943115,0.9863155484199524,0.0002500000118743628
0.8993295431137085,0.31526339054107666,0.9877609014511108,0.8991421461105347,0.3400265574455261,0.9868172407150269,0.0002500000118743628
0.8997947573661804,0.31459319591522217,0.9878262877464294,0.898138701915741,0.3384803831577301,0.9865614771842957,0.0002500000118743628
0.8997026681900024,0.31438112258911133,0.9878844618797302,0.8971548676490784,0.34285882115364075,0.9868074059486389,0.0002500000118743628
0.9022711515426636,0.3022278845310211,0.9891808032989502,0.8995651602745056,0.3385372757911682,0.9869353175163269,0.0001250000059371814
0.9033640027046204,0.30122825503349304,0.9891953468322754,0.8996044993400574,0.3367491364479065,0.987200915813446,0.0001250000059371814
